global_step,episode,episode_return,episode_length,success,collision,off_route,agents_alive_done,stagnation,timeout,terminal_reason
43165,227,-0.2870781203039989,299,0,0,0,0,0,1,timeout
43464,228,-0.28931344081880545,299,0,0,0,0,0,1,timeout
43763,229,-0.2898133564157781,299,0,0,0,0,0,1,timeout
44062,230,-0.28965030115598356,299,0,0,0,0,0,1,timeout
44361,231,-0.28707369780944614,299,0,0,0,0,0,1,timeout
44660,232,-0.294042086123531,299,0,0,0,0,0,1,timeout
44959,233,-0.29004240721047553,299,0,0,0,0,0,1,timeout
45258,234,-0.2814445429193192,299,0,0,0,0,0,1,timeout
45557,235,-0.28539496099337824,299,0,0,0,0,0,1,timeout
45689,236,-1.1247639318322922,132,0,1,0,0,0,0,collision
45988,237,-0.28536180509272474,299,0,0,0,0,0,1,timeout
46073,238,-1.0819577804299647,85,0,1,0,0,0,0,collision
46372,239,-0.29291249375885564,299,0,0,0,0,0,1,timeout
46671,240,-0.29099728502561667,299,0,0,0,0,0,1,timeout
46970,241,-0.2878104585563925,299,0,0,0,0,0,1,timeout
47152,242,-1.1697030959714416,182,0,1,0,0,0,0,collision
47451,243,-0.287496926265492,299,0,0,0,0,0,1,timeout
47750,244,-0.27015723048275303,299,0,0,0,0,0,1,timeout
48049,245,-0.29353655401525347,299,0,0,0,0,0,1,timeout
48348,246,-0.2938173357901463,299,0,0,0,0,0,1,timeout
48647,247,-0.2870179745691964,299,0,0,0,0,0,1,timeout
48946,248,-0.292438574797466,299,0,0,0,0,0,1,timeout
49245,249,-0.2930702167244759,299,0,0,0,0,0,1,timeout
49544,250,-0.2802641309717749,299,0,0,0,0,0,1,timeout
49843,251,-0.29483672752882734,299,0,0,0,0,0,1,timeout
50142,252,-0.2913041764387007,299,0,0,0,0,0,1,timeout
50441,253,-0.2957519488599887,299,0,0,0,0,0,1,timeout
50542,254,-1.091295734309102,101,0,1,0,0,0,0,collision
50737,255,-1.1771112813116902,195,0,1,0,0,0,0,collision
51036,256,-0.2929710376765561,299,0,0,0,0,0,1,timeout
51170,257,-1.1266406725764477,134,0,1,0,0,0,0,collision
51469,258,-0.27457922354557057,299,0,0,0,0,0,1,timeout
51768,259,-0.2944541031214711,299,0,0,0,0,0,1,timeout
52067,260,-0.2956571043806836,299,0,0,0,0,0,1,timeout
52366,261,-0.29343217885398754,299,0,0,0,0,0,1,timeout
52665,262,-0.29167480517190625,299,0,0,0,0,0,1,timeout
52964,263,-0.2930583325475858,299,0,0,0,0,0,1,timeout
53263,264,-0.2905007814435091,299,0,0,0,0,0,1,timeout
53562,265,-0.29536587934203384,299,0,0,0,0,0,1,timeout
53861,266,-0.29284014373540695,299,0,0,0,0,0,1,timeout
54160,267,-0.29103794938488,299,0,0,0,0,0,1,timeout
54459,268,-0.295613975516415,299,0,0,0,0,0,1,timeout
54758,269,-0.2920112214427617,299,0,0,0,0,0,1,timeout
54947,270,-1.1721672531761265,189,0,1,0,0,0,0,collision
55246,271,-0.29323524617529684,299,0,0,0,0,0,1,timeout
55545,272,-0.29412903773425547,299,0,0,0,0,0,1,timeout
55844,273,-0.29633306567113377,299,0,0,0,0,0,1,timeout
56143,274,-0.29522471468828615,299,0,0,0,0,0,1,timeout
56442,275,-0.292696706201271,299,0,0,0,0,0,1,timeout
56741,276,-0.29686632492129056,299,0,0,0,0,0,1,timeout
57040,277,-0.2867089672326259,299,0,0,0,0,0,1,timeout
57209,278,-1.1618894881651454,169,0,1,0,0,0,0,collision
57508,279,-0.2848668987620734,299,0,0,0,0,0,1,timeout
57707,280,-1.1947808178100972,199,0,1,0,0,0,0,collision
58006,281,-0.29284568513963294,299,0,0,0,0,0,1,timeout
58305,282,-0.2947997841817894,299,0,0,0,0,0,1,timeout
58422,283,-1.112063321157803,117,0,1,0,0,0,0,collision
58721,284,-0.2848440751688358,299,0,0,0,0,0,1,timeout
58916,285,-1.183713459852102,195,0,1,0,0,0,0,collision
59215,286,-0.2822193605648675,299,0,0,0,0,0,1,timeout
59514,287,-0.2949808296407504,299,0,0,0,0,0,1,timeout
59813,288,-0.2900787757703209,299,0,0,0,0,0,1,timeout
60112,289,-0.2941394943723278,299,0,0,0,0,0,1,timeout
60319,290,-1.1980905488976084,207,0,1,0,0,0,0,collision
60618,291,-0.29255227032283526,299,0,0,0,0,0,1,timeout
60917,292,-0.2952149193094518,299,0,0,0,0,0,1,timeout
61216,293,-0.2946906776078552,299,0,0,0,0,0,1,timeout
61515,294,-0.2905476400746388,299,0,0,0,0,0,1,timeout
61814,295,-0.2896511182485454,299,0,0,0,0,0,1,timeout
62113,296,-0.2965563866828299,299,0,0,0,0,0,1,timeout
62412,297,-0.29540706768707314,299,0,0,0,0,0,1,timeout
62600,298,-1.168384454126551,188,0,1,0,0,0,0,collision
62801,299,-1.1787761901645049,201,0,1,0,0,0,0,collision
62993,300,-1.179431241001201,192,0,1,0,0,0,0,collision
63178,301,-1.168734465501447,185,0,1,0,0,0,0,collision
63477,302,-0.2960034784507794,299,0,0,0,0,0,1,timeout
63776,303,-0.29712859538899555,299,0,0,0,0,0,1,timeout
64075,304,-0.29474382596649534,299,0,0,0,0,0,1,timeout
64374,305,-0.2870651022777295,299,0,0,0,0,0,1,timeout
64571,306,-1.1829842685468928,197,0,1,0,0,0,0,collision
64870,307,-0.29458461962494553,299,0,0,0,0,0,1,timeout
65169,308,-0.29439816954185727,299,0,0,0,0,0,1,timeout
65468,309,-0.2950850500680104,299,0,0,0,0,0,1,timeout
65767,310,-0.2951083868808043,299,0,0,0,0,0,1,timeout
65950,311,-1.1588665195608967,183,0,1,0,0,0,0,collision
66249,312,-0.2921400699714582,299,0,0,0,0,0,1,timeout
66548,313,-0.2953658449059638,299,0,0,0,0,0,1,timeout
66847,314,-0.2959193518799789,299,0,0,0,0,0,1,timeout
67146,315,-0.287413372881822,299,0,0,0,0,0,1,timeout
67445,316,-0.2966710668719363,299,0,0,0,0,0,1,timeout
67660,317,-1.2039320472539268,215,0,1,0,0,0,0,collision
67959,318,-0.2916002643737279,299,0,0,0,0,0,1,timeout
68258,319,-0.2926338491614723,299,0,0,0,0,0,1,timeout
68557,320,-0.28702131057612945,299,0,0,0,0,0,1,timeout
68856,321,-0.2859066891507537,299,0,0,0,0,0,1,timeout
69155,322,-0.295234727661025,299,0,0,0,0,0,1,timeout
69454,323,-0.2932356607526739,299,0,0,0,0,0,1,timeout
69676,324,-1.2061861924912793,222,0,1,0,0,0,0,collision
69975,325,-0.29240375460889206,299,0,0,0,0,0,1,timeout
70274,326,-0.28823147485267425,299,0,0,0,0,0,1,timeout
70573,327,-0.2920412166968352,299,0,0,0,0,0,1,timeout
70803,328,-1.222995137312805,230,0,1,0,0,0,0,collision
70848,329,-1.0387493127918024,45,0,1,0,0,0,0,collision
71067,330,-1.2134402813943646,219,0,1,0,0,0,0,collision
71274,331,-1.199400640326826,207,0,1,0,0,0,0,collision
71385,332,-1.103833872667412,111,0,1,0,0,0,0,collision
71428,333,-1.033087574696578,43,0,1,0,0,0,0,collision
71539,334,-1.1025782147654042,111,0,1,0,0,0,0,collision
71737,335,-1.1895582964212477,198,0,1,0,0,0,0,collision
71967,336,-1.2216993822651159,230,0,1,0,0,0,0,collision
72070,337,-1.096248167949237,103,0,1,0,0,0,0,collision
72177,338,-1.0972987029311432,107,0,1,0,0,0,0,collision
72476,339,-0.2955839971219057,299,0,0,0,0,0,1,timeout
72775,340,-0.2912103931722122,299,0,0,0,0,0,1,timeout
73074,341,-0.29489383417169174,299,0,0,0,0,0,1,timeout
73228,342,-1.1451574699160338,154,0,1,0,0,0,0,collision
73454,343,-1.2162895730193077,226,0,1,0,0,0,0,collision
73574,344,-1.1145702506324027,120,0,1,0,0,0,0,collision
73791,345,-1.1995338050880653,217,0,1,0,0,0,0,collision
74006,346,-1.201021103870499,215,0,1,0,0,0,0,collision
74031,347,-1.0153005331405702,25,0,1,0,0,0,0,collision
74132,348,-1.0896921338420025,101,0,1,0,0,0,0,collision
74431,349,-0.29440202345760746,299,0,0,0,0,0,1,timeout
74628,350,-1.1777611251067022,197,0,1,0,0,0,0,collision
74850,351,-1.2098943305688006,222,0,1,0,0,0,0,collision
75064,352,-1.2108120905029327,214,0,1,0,0,0,0,collision
75289,353,-1.2142639721491677,225,0,1,0,0,0,0,collision
75588,354,-0.294746858253316,299,0,0,0,0,0,1,timeout
75697,355,-1.1080227230109938,109,0,1,0,0,0,0,collision
75846,356,-1.1421063689741122,149,0,1,0,0,0,0,collision
76145,357,-0.29333595316211786,299,0,0,0,0,0,1,timeout
76375,358,-1.2240876909154956,230,0,1,0,0,0,0,collision
76574,359,-1.1932506528470568,199,0,1,0,0,0,0,collision
76789,360,-1.211920219711864,215,0,1,0,0,0,0,collision
77047,361,-1.2550921817059413,258,0,1,0,0,0,0,collision
77299,362,-1.2488449875131937,252,0,1,0,0,0,0,collision
77408,363,-1.1043379415218428,109,0,1,0,0,0,0,collision
77707,364,-0.2821447026326974,299,0,0,0,0,0,1,timeout
78006,365,-0.2949162096438815,299,0,0,0,0,0,1,timeout
78117,366,-1.104680979683502,111,0,1,0,0,0,0,collision
78416,367,-0.2899836820484843,299,0,0,0,0,0,1,timeout
78689,368,-1.2694687277337662,273,0,1,0,0,0,0,collision
78988,369,-0.29169591568838543,299,0,0,0,0,0,1,timeout
79176,370,-1.1737385954184316,188,0,1,0,0,0,0,collision
79400,371,-1.2229575276626516,224,0,1,0,0,0,0,collision
79699,372,-0.2950658494533943,299,0,0,0,0,0,1,timeout
79751,373,-1.0451966437876063,52,0,1,0,0,0,0,collision
80050,374,-0.28639058419057317,299,0,0,0,0,0,1,timeout
80349,375,-0.2969584214158926,299,0,0,0,0,0,1,timeout
80648,376,-0.28917491553988656,299,0,0,0,0,0,1,timeout
80947,377,-0.2992068813390254,299,0,0,0,0,0,1,timeout
81246,378,-0.29895918784317516,299,0,0,0,0,0,1,timeout
81545,379,-0.2976929170306957,299,0,0,0,0,0,1,timeout
81844,380,-0.2932394202180678,299,0,0,0,0,0,1,timeout
82143,381,-0.2988601888166825,299,0,0,0,0,0,1,timeout
82442,382,-0.29709096362297277,299,0,0,0,0,0,1,timeout
82741,383,-0.2949438235587964,299,0,0,0,0,0,1,timeout
83040,384,-0.2992553759248941,299,0,0,0,0,0,1,timeout
83339,385,-0.29797597050733676,299,0,0,0,0,0,1,timeout
83638,386,-0.298668108195388,299,0,0,0,0,0,1,timeout
83937,387,-0.29843396734659805,299,0,0,0,0,0,1,timeout
84236,388,-0.29917100639717015,299,0,0,0,0,0,1,timeout
84535,389,-0.2964503199552099,299,0,0,0,0,0,1,timeout
84834,390,-0.29894283740181327,299,0,0,0,0,0,1,timeout
85133,391,-0.2989560381771647,299,0,0,0,0,0,1,timeout
85432,392,-0.29846218533617663,299,0,0,0,0,0,1,timeout
85731,393,-0.2990907245657858,299,0,0,0,0,0,1,timeout
86030,394,-0.29894056361656707,299,0,0,0,0,0,1,timeout
86329,395,-0.2985582682060351,299,0,0,0,0,0,1,timeout
86628,396,-0.2988662658997873,299,0,0,0,0,0,1,timeout
86927,397,-0.29761993749170806,299,0,0,0,0,0,1,timeout
87226,398,-0.2989728257644714,299,0,0,0,0,0,1,timeout
87525,399,-0.2983491393396572,299,0,0,0,0,0,1,timeout
87824,400,-0.29858533493266926,299,0,0,0,0,0,1,timeout
88123,401,-0.29895185235278066,299,0,0,0,0,0,1,timeout
88422,402,-0.2989028979060064,299,0,0,0,0,0,1,timeout
88721,403,-0.2998241949652361,299,0,0,0,0,0,1,timeout
89020,404,-0.2989540840778566,299,0,0,0,0,0,1,timeout
89319,405,-0.2989333372661022,299,0,0,0,0,0,1,timeout
89618,406,-0.29891035519808834,299,0,0,0,0,0,1,timeout
89917,407,-0.2991842579304165,299,0,0,0,0,0,1,timeout
90216,408,-0.29940699526010883,299,0,0,0,0,0,1,timeout
90515,409,-0.29786611142619535,299,0,0,0,0,0,1,timeout
90814,410,-0.2986444005008366,299,0,0,0,0,0,1,timeout
91113,411,-0.2990667837955269,299,0,0,0,0,0,1,timeout
91412,412,-0.29877201120586083,299,0,0,0,0,0,1,timeout
91711,413,-0.2998095406968088,299,0,0,0,0,0,1,timeout
92010,414,-0.29910680005339263,299,0,0,0,0,0,1,timeout
92309,415,-0.2981578374041023,299,0,0,0,0,0,1,timeout
92608,416,-0.2990235172937367,299,0,0,0,0,0,1,timeout
92907,417,-0.29905210696467804,299,0,0,0,0,0,1,timeout
93206,418,-0.2990223021195512,299,0,0,0,0,0,1,timeout
93505,419,-0.29789776467280954,299,0,0,0,0,0,1,timeout
93804,420,-0.2984070101381248,299,0,0,0,0,0,1,timeout
94103,421,-0.298393383136453,299,0,0,0,0,0,1,timeout
94402,422,-0.2984104260284802,299,0,0,0,0,0,1,timeout
94701,423,-0.2984265546687063,299,0,0,0,0,0,1,timeout
95000,424,-0.29895243438253954,299,0,0,0,0,0,1,timeout
95299,425,-0.2986160461532897,299,0,0,0,0,0,1,timeout
95598,426,-0.29866602032362416,299,0,0,0,0,0,1,timeout
95897,427,-0.2983715737905905,299,0,0,0,0,0,1,timeout
96196,428,-0.29874563833353496,299,0,0,0,0,0,1,timeout
96495,429,-0.29903136864424423,299,0,0,0,0,0,1,timeout
96794,430,-0.29893461132832344,299,0,0,0,0,0,1,timeout
97093,431,-0.29888503444351217,299,0,0,0,0,0,1,timeout
97392,432,-0.29866582257594276,299,0,0,0,0,0,1,timeout
97691,433,-0.29909497423592074,299,0,0,0,0,0,1,timeout
97990,434,-0.29916147371194,299,0,0,0,0,0,1,timeout
98289,435,-0.29902750236660947,299,0,0,0,0,0,1,timeout
98588,436,-0.2998803951723241,299,0,0,0,0,0,1,timeout
98887,437,-0.2989311768381115,299,0,0,0,0,0,1,timeout
99186,438,-0.2987808371746354,299,0,0,0,0,0,1,timeout
99485,439,-0.2992285072559612,299,0,0,0,0,0,1,timeout
99784,440,-0.2989285072140689,299,0,0,0,0,0,1,timeout
207,1,3.075521933317186,207,0,0,1,0,0,0,off_route
445,2,3.044470491901044,238,0,0,1,0,0,0,off_route
626,3,3.0968991021215926,181,0,0,1,0,0,0,off_route
824,4,3.082250380933285,198,0,0,1,0,0,0,off_route
1016,5,3.0865397365689287,192,0,0,1,0,0,0,off_route
1194,6,3.1167566762566574,178,0,0,1,0,0,0,off_route
1213,7,-0.3324018078446389,19,0,1,0,0,0,0,collision
1251,8,0.08572813373804089,38,0,1,0,0,0,0,collision
1457,9,3.0770538176000137,206,0,0,1,0,0,0,off_route
1652,10,3.079482862651351,195,0,0,1,0,0,0,off_route
1852,11,3.095609382539989,200,0,0,1,0,0,0,off_route
2039,12,3.1148143497407457,187,0,0,1,0,0,0,off_route
2263,13,3.051230145081882,224,0,0,1,0,0,0,off_route
2479,14,3.0843759108483813,216,0,0,1,0,0,0,off_route
2666,15,3.0870040749311447,187,0,0,1,0,0,0,off_route
2856,16,3.107193178534511,190,0,0,1,0,0,0,off_route
2908,17,0.4234990391433241,52,0,1,0,0,0,0,collision
3111,18,3.098465210411698,203,0,0,1,0,0,0,off_route
3313,19,3.0721240292787577,202,0,0,1,0,0,0,off_route
3502,20,3.097397154629233,189,0,0,1,0,0,0,off_route
3534,21,0.06752808022499102,32,0,1,0,0,0,0,collision
3744,22,3.0749089384078996,210,0,0,1,0,0,0,off_route
3960,23,3.064622194707398,216,0,0,1,0,0,0,off_route
4015,24,0.4691262987256053,55,0,1,0,0,0,0,collision
4219,25,3.071591491162781,204,0,0,1,0,0,0,off_route
4444,26,3.073755171336236,225,0,0,1,0,0,0,off_route
4474,27,0.0409711596369744,30,0,1,0,0,0,0,collision
4663,28,3.1034801860004677,189,0,0,1,0,0,0,off_route
4718,29,0.4491507348418229,55,0,1,0,0,0,0,collision
4745,30,0.06592938709259022,27,0,1,0,0,0,0,collision
4959,31,3.072447725445036,214,0,0,1,0,0,0,off_route
4976,32,-0.3191818041801453,17,0,1,0,0,0,0,collision
5023,33,0.0961015409529209,47,0,1,0,0,0,0,collision
5198,34,3.1124894723296186,175,0,0,1,0,0,0,off_route
5389,35,3.1035600003004093,191,0,0,1,0,0,0,off_route
5448,36,0.5825424674749374,59,0,1,0,0,0,0,collision
5655,37,3.0808659334033757,207,0,0,1,0,0,0,off_route
207,1,3.075521933317186,207,0,0,1,0,0,0,off_route
445,2,3.044470491901044,238,0,0,1,0,0,0,off_route
626,3,3.0968991021215926,181,0,0,1,0,0,0,off_route
824,4,3.082250380933285,198,0,0,1,0,0,0,off_route
1016,5,3.0865397365689287,192,0,0,1,0,0,0,off_route
1194,6,3.1167566762566574,178,0,0,1,0,0,0,off_route
1213,7,-0.3324018078446389,19,0,1,0,0,0,0,collision
1251,8,0.08572813373804089,38,0,1,0,0,0,0,collision
1457,9,3.0770538176000137,206,0,0,1,0,0,0,off_route
1652,10,3.079482862651351,195,0,0,1,0,0,0,off_route
1852,11,3.095609382539989,200,0,0,1,0,0,0,off_route
2039,12,3.1148143497407457,187,0,0,1,0,0,0,off_route
2263,13,3.051230145081882,224,0,0,1,0,0,0,off_route
2479,14,3.0843759108483813,216,0,0,1,0,0,0,off_route
2666,15,3.0870040749311447,187,0,0,1,0,0,0,off_route
2856,16,3.107193178534511,190,0,0,1,0,0,0,off_route
2908,17,0.4234990391433241,52,0,1,0,0,0,0,collision
3111,18,3.098465210411698,203,0,0,1,0,0,0,off_route
3313,19,3.0721240292787577,202,0,0,1,0,0,0,off_route
3502,20,3.097397154629233,189,0,0,1,0,0,0,off_route
3534,21,0.06752808022499102,32,0,1,0,0,0,0,collision
3744,22,3.0749089384078996,210,0,0,1,0,0,0,off_route
3960,23,3.064622194707398,216,0,0,1,0,0,0,off_route
4015,24,0.4691262987256053,55,0,1,0,0,0,0,collision
4219,25,3.071591491162781,204,0,0,1,0,0,0,off_route
4444,26,3.073755171336236,225,0,0,1,0,0,0,off_route
4474,27,0.0409711596369744,30,0,1,0,0,0,0,collision
4663,28,3.1034801860004677,189,0,0,1,0,0,0,off_route
4718,29,0.4491507348418229,55,0,1,0,0,0,0,collision
4745,30,0.06592938709259022,27,0,1,0,0,0,0,collision
4959,31,3.072447725445036,214,0,0,1,0,0,0,off_route
4976,32,-0.3191818041801453,17,0,1,0,0,0,0,collision
5013,33,0.03357406008243535,37,0,1,0,0,0,0,collision
5071,34,0.4217560214996342,58,0,1,0,0,0,0,collision
5258,35,3.105861009389165,187,0,0,1,0,0,0,off_route
5319,36,0.5936245098114014,61,0,1,0,0,0,0,collision
5513,37,3.08648593848944,194,0,0,1,0,0,0,off_route
5703,38,3.1019185429811507,190,0,0,1,0,0,0,off_route
5918,39,3.0591745546460167,215,0,0,1,0,0,0,off_route
6114,40,3.0856899918019813,196,0,0,1,0,0,0,off_route
6329,41,3.0738353906571896,215,0,0,1,0,0,0,off_route
6515,42,3.111792511433364,186,0,0,1,0,0,0,off_route
6742,43,3.0493395521789832,227,0,0,1,0,0,0,off_route
6980,44,3.042944434739649,238,0,0,1,0,0,0,off_route
7181,45,3.0775848941653976,201,0,0,1,0,0,0,off_route
7387,46,3.070480261236431,206,0,0,1,0,0,0,off_route
7606,47,3.052006938815118,219,0,0,1,0,0,0,off_route
7795,48,3.1009314343929333,189,0,0,1,0,0,0,off_route
7985,49,3.107677928954364,190,0,0,1,0,0,0,off_route
8227,50,3.024388280130926,242,0,0,1,0,0,0,off_route
8445,51,3.0512699439823656,218,0,0,1,0,0,0,off_route
8534,52,0.9339350931942462,89,0,1,0,0,0,0,collision
8765,53,3.05657990524173,231,0,0,1,0,0,0,off_route
8967,54,3.0711597799807806,202,0,0,1,0,0,0,off_route
9180,55,3.064446620166305,213,0,0,1,0,0,0,off_route
9368,56,3.088102224737408,188,0,0,1,0,0,0,off_route
9568,57,3.0761350736022015,200,0,0,1,0,0,0,off_route
9764,58,3.1016795077323933,196,0,0,1,0,0,0,off_route
9966,59,3.0894963848888892,202,0,0,1,0,0,0,off_route
10157,60,3.083669660255315,191,0,0,1,0,0,0,off_route
10351,61,3.0986105659455063,194,0,0,1,0,0,0,off_route
10590,62,3.034628940805795,239,0,0,1,0,0,0,off_route
10815,63,3.050960131734613,225,0,0,1,0,0,0,off_route
11017,64,3.0706187180727738,202,0,0,1,0,0,0,off_route
11229,65,3.0567816694378878,212,0,0,1,0,0,0,off_route
11450,66,3.063540911577644,221,0,0,1,0,0,0,off_route
11680,67,3.0480415564775507,230,0,0,1,0,0,0,off_route
11919,68,3.0525894217789182,239,0,0,1,0,0,0,off_route
12104,69,3.089393416941167,185,0,0,1,0,0,0,off_route
12312,70,3.070530897200112,208,0,0,1,0,0,0,off_route
12528,71,3.0633145135045066,216,0,0,1,0,0,0,off_route
12755,72,3.068624402165416,227,0,0,1,0,0,0,off_route
12819,73,0.4062432051301008,64,0,1,0,0,0,0,collision
13058,74,3.0300821528434794,239,0,0,1,0,0,0,off_route
13297,75,3.034722914978866,239,0,0,1,0,0,0,off_route
13531,76,3.054921595364813,234,0,0,1,0,0,0,off_route
13747,77,3.0710239984244168,216,0,0,1,0,0,0,off_route
13977,78,3.0450877439975774,230,0,0,1,0,0,0,off_route
14007,79,0.06193521887063991,30,0,1,0,0,0,0,collision
14227,80,3.065688965767625,220,0,0,1,0,0,0,off_route
14453,81,3.0654823498576897,226,0,0,1,0,0,0,off_route
14663,82,3.076070195585493,210,0,0,1,0,0,0,off_route
14890,83,3.05339860390127,227,0,0,1,0,0,0,off_route
15110,84,3.0524372312426604,220,0,0,1,0,0,0,off_route
15357,85,3.0211135095655943,247,0,0,1,0,0,0,off_route
15574,86,3.060343619987373,217,0,0,1,0,0,0,off_route
15843,87,2.9966952135264924,269,0,0,1,0,0,0,off_route
16058,88,3.0664513511955755,215,0,0,1,0,0,0,off_route
16283,89,3.0592039253562753,225,0,0,1,0,0,0,off_route
16513,90,3.043889195173983,230,0,0,1,0,0,0,off_route
16708,91,3.0995137351751345,195,0,0,1,0,0,0,off_route
16923,92,3.067770765200261,215,0,0,1,0,0,0,off_route
17156,93,3.0439427437335294,233,0,0,1,0,0,0,off_route
17393,94,3.0395346366912173,237,0,0,1,0,0,0,off_route
17583,95,3.0821258752048033,190,0,0,1,0,0,0,off_route
17813,96,3.0493705347925473,230,0,0,1,0,0,0,off_route
18060,97,3.0261553109362747,247,0,0,1,0,0,0,off_route
18279,98,3.0664072154033946,219,0,0,1,0,0,0,off_route
18536,99,3.0247281339317587,257,0,0,1,0,0,0,off_route
18785,100,3.0313326202556516,249,0,0,1,0,0,0,off_route
19036,101,3.036864177674059,251,0,0,1,0,0,0,off_route
19285,102,3.046059624314312,249,0,0,1,0,0,0,off_route
19535,103,3.029812215548013,250,0,0,1,0,0,0,off_route
19772,104,3.04701757879183,237,0,0,1,0,0,0,off_route
20040,105,3.004087659314277,268,0,0,1,0,0,0,off_route
20274,106,3.046958136916163,234,0,0,1,0,0,0,off_route
20539,107,3.0306022586673538,265,0,0,1,0,0,0,off_route
20820,108,3.009685702301566,281,0,0,1,0,0,0,off_route
21066,109,3.0289564696103355,246,0,0,1,0,0,0,off_route
21082,110,-0.34311176574230196,16,0,1,0,0,0,0,collision
21097,111,-0.3506330275535583,15,0,1,0,0,0,0,collision
21161,112,0.4398958773016929,64,0,1,0,0,0,0,collision
21175,113,-0.33460743868350984,14,0,1,0,0,0,0,collision
21211,114,0.008474901258945344,36,0,1,0,0,0,0,collision
21227,115,-0.3597392741441727,16,0,1,0,0,0,0,collision
21476,116,3.0365728328228045,249,0,0,1,0,0,0,off_route
21775,117,3.762881627701228,299,0,0,0,0,0,1,timeout
21791,118,-0.3623658630847931,16,0,1,0,0,0,0,collision
21836,119,0.0018531370162965244,45,0,1,0,0,0,0,collision
22127,120,2.979750269293792,291,0,0,1,0,0,0,off_route
22417,121,3.0041173601895617,290,0,0,1,0,0,0,off_route
22435,122,-0.3300238214731216,18,0,1,0,0,0,0,collision
22486,123,-0.008911593466996992,51,0,1,0,0,0,0,collision
22520,124,0.01436479723453521,34,0,1,0,0,0,0,collision
22569,125,0.004248330950737067,49,0,1,0,0,0,0,collision
22863,126,2.9833999794386403,294,0,0,1,0,0,0,off_route
23162,127,3.622777785569434,299,0,0,0,0,0,1,timeout
23461,128,3.8931565907076027,299,0,0,0,0,0,1,timeout
23475,129,-0.31662602567672715,14,0,1,0,0,0,0,collision
23757,130,3.0013889853209306,282,0,0,1,0,0,0,off_route
23774,131,-0.3392939014434816,17,0,1,0,0,0,0,collision
23879,132,0.9280000247806307,105,0,1,0,0,0,0,collision
23895,133,-0.31836856341361985,16,0,1,0,0,0,0,collision
24002,134,0.5118759919255973,107,0,1,0,0,0,0,collision
24120,135,0.9341683211671196,118,0,1,0,0,0,0,collision
24419,136,3.5887023829147258,299,0,0,0,0,0,1,timeout
24433,137,-0.33990626478195185,14,0,1,0,0,0,0,collision
24495,138,-0.016171041771769534,62,0,1,0,0,0,0,collision
24510,139,-0.3450061881542207,15,0,1,0,0,0,0,collision
24809,140,3.8086140694320227,299,0,0,0,0,0,1,timeout
25108,141,3.311698365047578,299,0,0,0,0,0,1,timeout
25407,142,3.4896709380894935,299,0,0,0,0,0,1,timeout
25478,143,-0.02791136047244036,71,0,1,0,0,0,0,collision
25493,144,-0.32689438998699183,15,0,1,0,0,0,0,collision
25792,145,3.62699251749926,299,0,0,0,0,0,1,timeout
26091,146,3.3658555852472816,299,0,0,0,0,0,1,timeout
26390,147,3.5041038713641517,299,0,0,0,0,0,1,timeout
26431,148,0.013362113773822681,41,0,1,0,0,0,0,collision
26730,149,3.446888368599124,299,0,0,0,0,0,1,timeout
27029,150,3.555993215389557,299,0,0,0,0,0,1,timeout
27307,151,3.003698875501756,278,0,0,1,0,0,0,off_route
27606,152,3.527983595825738,299,0,0,0,0,0,1,timeout
27905,153,3.614211639877412,299,0,0,0,0,0,1,timeout
27967,154,-0.02242402833700219,62,0,1,0,0,0,0,collision
28032,155,-0.025896986722946047,65,0,1,0,0,0,0,collision
28331,156,3.168551239288881,299,0,0,0,0,0,1,timeout
28630,157,3.50095631836355,299,0,0,0,0,0,1,timeout
28929,158,3.7779009863026505,299,0,0,0,0,0,1,timeout
29228,159,3.355685122985399,299,0,0,0,0,0,1,timeout
29244,160,-0.33336822426319124,16,0,1,0,0,0,0,collision
29296,161,-0.010939001336693788,52,0,1,0,0,0,0,collision
29413,162,0.9153986116796743,117,0,1,0,0,0,0,collision
29513,163,0.9298986505717044,100,0,1,0,0,0,0,collision
29812,164,3.571200722943995,299,0,0,0,0,0,1,timeout
30111,165,3.672128420159226,299,0,0,0,0,0,1,timeout
30410,166,3.3467918790169082,299,0,0,0,0,0,1,timeout
30525,167,0.9141931603103878,115,0,1,0,0,0,0,collision
30824,168,3.498610911726957,299,0,0,0,0,0,1,timeout
30956,169,0.8986591891683642,132,0,1,0,0,0,0,collision
31009,170,-0.013153673961758372,53,0,1,0,0,0,0,collision
31308,171,3.160688817546707,299,0,0,0,0,0,1,timeout
31607,172,3.600562219530346,299,0,0,0,0,0,1,timeout
31906,173,3.3010118482857997,299,0,0,0,0,0,1,timeout
31935,174,-0.34270620653033257,29,0,1,0,0,0,0,collision
32234,175,3.519141872435812,299,0,0,0,0,0,1,timeout
32533,176,3.546497885160152,299,0,0,0,0,0,1,timeout
32641,177,0.9449391970485459,108,0,1,0,0,0,0,collision
32748,178,0.8977455787658691,107,0,1,0,0,0,0,collision
32801,179,-0.011695157617330643,53,0,1,0,0,0,0,collision
33100,180,3.3677634649202255,299,0,0,0,0,0,1,timeout
33399,181,3.444771180883057,299,0,0,0,0,0,1,timeout
33698,182,3.1315798207409706,299,0,0,0,0,0,1,timeout
33997,183,3.168186419293288,299,0,0,0,0,0,1,timeout
34296,184,3.3399792447909755,299,0,0,0,0,0,1,timeout
